City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,bandar-e anzali,37.4727,49.4622,42.8,100,0,4.61,IR,1615007325
366,vila velha,-20.3297,-40.2925,78.8,69,0,18.41,BR,1615006813
367,pouebo,-20.4,164.5667,77.05,76,100,30.96,NC,1615007325
368,gornopravdinsk,60.05,69.9,16.79,96,92,3.24,RU,1615007326
369,kanniyakumari,8.0833,77.5667,80.87,65,33,10.13,IN,1615007326
370,chicama,-7.8447,-79.1469,73.85,77,99,4.76,PE,1615007326
371,vardo,70.3705,31.1107,23.31,96,100,19.22,NO,1615006902
372,nogales,31.3086,-110.9422,62.6,16,1,9.22,MX,1615007326
373,gat,31.61,34.7642,44.6,87,0,2.3,IL,1615006805
374,beloha,-25.1667,45.05,77.49,79,20,8.48,MG,1615006885
375,devonport,-41.1667,146.35,64.99,56,10,11.01,AU,1615007327
376,atar,20.5169,-13.0499,65.17,28,0,12.95,MR,1615007327
377,palestine,31.9216,35.2033,50.0,87,0,2.3,PS,1615007328
378,muisne,0.6,-80.0333,74.8,86,89,2.24,EC,1615007328
379,teofilo otoni,-17.8575,-41.5053,67.33,89,82,1.7,BR,1615007328
380,havelock,34.8791,-76.9013,41.0,80,1,3.44,US,1615007329
381,isabela,6.7085,121.9711,84.2,74,75,6.91,PH,1615007329
382,bartlesville,36.7473,-95.9808,35.6,93,1,5.17,US,1615007329
383,yar-sale,66.8333,70.8333,5.31,95,96,3.62,RU,1615006857
384,rio grande,-32.035,-52.0986,64.0,91,9,1.99,BR,1615006883
385,meghri,38.9029,46.2446,45.0,55,0,6.38,AM,1615007330
386,santa luzia,-19.7697,-43.8514,75.2,60,75,6.91,BR,1615007330
387,kununurra,-15.7667,128.7333,95.0,59,11,6.91,AU,1615007331
388,aksu,41.1231,80.2644,49.32,48,92,7.56,CN,1615007331
389,solnechnyy,50.7214,136.6319,3.45,87,61,3.87,RU,1615007331
390,carutapera,-1.195,-46.02,76.3,89,95,4.23,BR,1615006873
391,nabire,-3.3667,135.4833,84.09,69,91,4.94,ID,1615007332
392,agadez,19.75,10.25,66.51,23,0,7.14,NE,1615007333
393,pemangkat,1.1667,108.9667,83.88,77,16,12.73,ID,1615007333
394,takaka,-40.85,172.8,57.99,84,60,1.01,NZ,1615007333
395,ambon,-3.6954,128.1814,82.4,78,40,18.41,ID,1615007334
396,broome,42.2506,-75.833,25.0,68,90,13.8,US,1615006842
397,pangoa,-12.1167,-73.0,67.78,96,100,1.14,PE,1615007334
398,palmer,42.1584,-72.3287,26.01,54,40,6.91,US,1615007241
399,dingle,10.9995,122.6711,85.77,63,46,14.5,PH,1615007320
400,leningradskiy,69.3833,178.4167,-8.05,90,100,5.1,RU,1615006782
401,wanaka,-44.7,169.15,50.56,71,93,5.23,NZ,1615007335
402,chiredzi,-21.05,31.6667,67.73,89,1,2.33,ZW,1615007335
403,plettenberg bay,-34.0527,23.3716,66.2,69,0,3.42,ZA,1615007336
404,beidao,34.5686,105.8933,37.0,65,100,1.99,CN,1615007336
405,hervey bay,-25.2986,152.8535,82.0,65,15,8.99,AU,1615007336
406,kasaragod,12.5,75.0,86.0,58,20,3.44,IN,1615007337
407,talnakh,69.4865,88.3972,-6.93,83,66,3.78,RU,1615006790
408,rio cuarto,-33.1307,-64.3499,66.0,95,0,8.21,AR,1615007337
409,muros,42.7762,-9.0603,50.0,75,33,3.0,ES,1615006897
410,san vicente,-26.6167,-54.1333,61.86,100,33,2.04,AR,1615007338
411,jaszalsoszentgyorgy,47.3667,20.1,33.8,55,0,9.22,HU,1615007338
412,mana,5.6592,-53.7767,77.9,84,100,11.56,GF,1615007338
413,opuwo,-18.0607,13.84,66.69,50,17,5.82,NA,1615006771
414,surt,31.2089,16.5887,62.96,36,1,11.54,LY,1615007339
415,bambous virieux,-20.3428,57.7575,84.0,83,75,6.91,MU,1615006884
416,kentau,43.5206,68.5094,47.07,43,87,2.46,KZ,1615007339
417,longkou,37.6508,120.3286,30.42,87,99,23.02,CN,1615007339
418,lorengau,-2.0226,147.2712,84.47,74,95,9.17,PG,1615006782
419,sorong,-0.8833,131.25,81.46,79,100,10.45,ID,1615006844
420,batagay,67.6333,134.6333,-17.95,85,100,1.14,RU,1615007340
421,terme,41.2092,36.9739,53.6,37,40,6.91,TR,1615007341
422,amberley,39.2048,-84.428,36.0,55,1,6.91,US,1615007341
423,charters towers,-20.1,146.2667,90.48,29,9,2.86,AU,1615007341
424,reyes,-14.3167,-67.3833,70.45,98,100,1.86,BO,1615007342
425,broken hill,-31.95,141.4333,78.8,21,2,6.91,AU,1615006895
426,harnosand,62.6323,17.9379,36.0,93,20,3.44,SE,1615007342
427,pevek,69.7008,170.3133,-10.34,91,100,5.12,RU,1615006882
428,moree,-29.4667,149.85,89.6,18,0,8.05,AU,1615007343
429,licheng,23.2955,113.8284,78.01,100,75,6.71,CN,1615007343
430,upernavik,72.7868,-56.1549,-15.93,86,98,15.35,GL,1615006786
431,porto belo,-27.1578,-48.5531,73.99,100,9,5.01,BR,1615007344
432,port hardy,50.6996,-127.4199,42.8,93,90,14.97,CA,1615006857
433,praia,14.9215,-23.5087,69.8,73,0,20.71,CV,1615007344
434,dawson creek,55.7666,-120.2362,37.4,81,1,17.27,CA,1615007345
435,raudeberg,61.9875,5.1352,39.99,93,100,20.31,NO,1615007345
436,talavera,15.6167,120.9333,89.6,48,75,2.3,PH,1615007346
437,saint-pierre,-21.3393,55.4781,84.2,61,0,1.14,RE,1615006884
438,rotterdam,51.9225,4.4792,35.01,100,0,1.14,NL,1615007346
439,batagay-alyta,67.8006,130.4114,-14.26,76,0,1.61,RU,1615006883
440,kadnikov,59.5022,40.338,3.34,94,50,4.47,RU,1615007347
441,kjellerup,56.2858,9.4353,37.4,87,20,20.71,DK,1615007347
442,hamilton,39.1834,-84.5333,37.4,52,1,6.91,US,1615007294
443,teguise,29.0605,-13.564,62.6,67,0,10.36,ES,1615007348
444,penzance,50.1186,-5.5371,39.0,75,75,10.36,GB,1615007348
445,koulikoro,14.0,-7.75,73.53,28,67,7.18,ML,1615007349
446,cortez,37.3489,-108.5859,33.8,69,1,3.44,US,1615007349
447,goderich,43.7501,-81.7165,30.2,69,100,23.02,CA,1615007172
448,ola,59.5833,151.2833,-2.43,75,7,9.84,RU,1615007349
449,tefe,-3.3542,-64.7114,74.17,91,88,1.74,BR,1615007350
450,bilibino,68.0546,166.4372,-14.67,86,100,3.09,RU,1615007350
451,eyl,7.9803,49.8164,77.49,64,93,16.64,SO,1615007350
452,ugoofaaru,5.6667,73.0,83.12,69,24,8.5,MV,1615007351
453,ponta delgada,37.7333,-25.6667,50.0,87,20,4.61,PT,1615007351
454,zapolyarnyy,69.4154,30.8136,15.8,86,90,11.5,RU,1615007351
455,pudozh,61.8099,36.5345,1.42,94,93,3.65,RU,1615007352
456,manzanillo,20.3433,-77.1167,70.02,84,15,6.96,CU,1615007352
457,bolivar,37.6145,-93.4105,39.0,61,43,5.64,US,1615007352
458,puerto carreno,6.189,-67.4859,78.21,80,96,3.27,CO,1615007353
459,verkhoyansk,67.5447,133.385,-15.07,82,78,2.46,RU,1615007353
460,zhezkazgan,47.8043,67.7144,21.7,95,9,5.79,KZ,1615006877
461,poronaysk,49.2167,143.1167,3.88,82,78,13.91,RU,1615007353
462,buchanan,5.8808,-10.0467,77.0,94,20,4.27,LR,1615007354
463,fier,40.7239,19.5561,51.33,70,95,2.75,AL,1615007354
464,jacqueville,5.2052,-4.4146,75.2,94,40,4.61,CI,1615007354
465,logansport,40.7545,-86.3567,32.0,69,1,6.35,US,1615007354
466,tarakan,3.3,117.6333,82.94,68,31,7.49,ID,1615007355
467,ust-omchug,61.15,149.6333,-13.85,80,100,4.59,RU,1615007355
468,petatlan,17.5167,-101.2667,69.26,80,0,3.62,MX,1615007356
469,xining,36.6167,101.7667,38.23,61,2,3.89,CN,1615007356
470,ponnani,10.767,75.9252,87.8,58,20,2.3,IN,1615007357
471,mount gambier,-37.8333,140.7667,73.4,38,59,13.8,AU,1615006781
472,carlisle,40.2015,-77.1889,32.0,40,0,3.0,US,1615007160
473,kluczbork,50.9728,18.2182,28.0,76,0,7.16,PL,1615007296
474,krasnoborsk,61.5598,45.934,-1.16,92,87,4.81,RU,1615007358
475,otradnoye,59.7775,30.8181,18.0,85,0,4.47,RU,1615007358
476,yarmouth,41.7057,-70.2286,30.0,40,20,8.05,US,1615007068
477,pokhara,28.2333,83.9833,76.86,18,0,6.96,NP,1615007358
478,boksitogorsk,59.474,33.8485,11.39,97,97,4.29,RU,1615007359
479,faya,18.3851,42.4509,59.0,30,0,9.93,SA,1615006894
480,sunland park,31.7965,-106.58,55.4,43,1,12.66,US,1615007290
481,menongue,-14.6585,17.691,57.9,89,3,1.52,AO,1615007359
482,emba,48.8264,58.1442,28.35,98,97,14.2,KZ,1615007360
483,labytnangi,66.6572,66.4183,-1.66,87,81,4.76,RU,1615007360
484,osakarovka,50.565,72.5692,20.43,96,99,23.09,KZ,1615007360
485,kashi,39.4547,75.9797,44.6,45,0,13.42,CN,1615007183
486,kurilsk,45.2333,147.8833,12.36,93,99,23.78,RU,1615007361
487,manaus,-3.1019,-60.025,77.0,94,40,2.3,BR,1615007195
488,pietarsaari,63.65,22.6833,27.0,86,20,17.27,FI,1615007361
489,kodinsk,58.6881,99.1844,24.26,95,100,9.89,RU,1615006905
490,saint-georges,12.0564,-61.7485,78.8,78,20,20.71,GD,1615007362
491,touros,-5.1989,-35.4608,75.2,94,40,3.44,BR,1615007362
492,balabac,7.9868,117.0645,84.15,71,17,14.32,PH,1615007363
493,batemans bay,-35.7167,150.1833,70.0,62,0,4.0,AU,1615006921
494,xalpatlahuac,17.4667,-98.6167,58.75,69,46,5.84,MX,1615007363
495,north bend,43.4065,-124.2243,43.0,93,90,11.5,US,1615007364
496,buala,-8.145,159.5921,80.37,82,100,5.57,SB,1615007364
497,rio gallegos,-51.6226,-69.2181,68.36,46,100,23.98,AR,1615006878
498,chapayevka,47.4711,36.3451,37.94,95,100,2.66,UA,1615007364
499,podosinovets,60.2776,47.0659,0.32,92,91,5.03,RU,1615007364
500,chutove,49.7104,35.1603,30.29,92,100,9.33,UA,1615007365
501,la ronge,55.1001,-105.2842,32.0,69,100,12.66,CA,1615006767
502,kloulklubed,7.0419,134.2556,86.0,66,75,8.05,PW,1615007366
503,privas,44.5833,4.5,39.99,66,0,1.99,FR,1615007366
504,samarinda,-0.5,117.15,87.62,67,31,6.93,ID,1615007367
505,yermakovskoye,53.2831,92.4003,31.12,95,100,4.88,RU,1615007367
506,mudgee,-32.5943,149.5871,75.99,38,40,8.05,AU,1615007367
507,marshalltown,42.0494,-92.908,32.0,86,90,5.75,US,1615007367
508,margate,51.3813,1.3862,39.99,56,22,1.99,GB,1615006882
509,anshun,26.25,105.9333,54.54,69,83,12.82,CN,1615007368
510,saint-denis,48.9167,2.3333,35.01,74,0,10.36,FR,1615007368
511,amapa,1.0,-52.0,71.38,98,100,2.24,BR,1615007369
512,bowen,-20.0167,148.2333,87.8,62,40,12.66,AU,1615007369
513,straumen,63.8709,11.2999,41.0,81,90,24.16,NO,1615007369
514,nandurbar,21.3667,74.25,90.66,14,0,3.31,IN,1615007369
515,tsabong,-26.0217,22.401,74.14,35,5,1.9,BW,1615007370
516,angoche,-16.2325,39.9086,78.26,91,24,8.41,MZ,1615007370
517,sioux lookout,50.1001,-91.917,17.6,79,1,2.37,CA,1615006775
518,stephenville,32.2207,-98.2023,53.6,71,90,9.22,US,1615007371
519,tual,-5.6667,132.75,83.55,74,91,10.74,ID,1615006902
520,poum,-20.2333,164.0167,82.13,77,100,42.19,NC,1615006786
521,skjervoy,70.0311,20.9714,28.27,98,100,10.47,NO,1615006812
522,lithakia,37.7167,20.8333,50.0,87,75,3.44,GR,1615007372
523,jinxiang,27.4327,120.6062,55.89,91,100,13.62,CN,1615007372
524,acapulco,16.8634,-99.8901,73.72,78,9,4.68,MX,1615006767
525,sweetwater,25.7634,-80.3731,69.8,60,75,5.75,US,1615007372
526,brae,60.3964,-1.353,42.8,81,90,25.32,GB,1615007318
527,vanimo,-2.6741,141.3028,83.75,72,100,11.16,PG,1615006881
528,tatawin,32.9297,10.4518,51.8,87,7,6.51,TN,1615007373
529,diu,20.7141,70.9822,87.62,28,0,7.72,IN,1615007244
530,harsin,34.2721,47.5861,33.8,93,7,2.06,IR,1615007374
531,nicoya,10.1483,-85.452,75.2,60,0,5.75,CR,1615007374
532,melenki,55.3343,41.6295,7.84,95,0,3.89,RU,1615007374
533,tokur,53.1333,132.9,-7.56,86,79,4.76,RU,1615007375
534,trairi,-3.2778,-39.2689,78.4,80,82,6.96,BR,1615007375
535,valparaiso,-33.0393,-71.6273,60.01,81,0,4.14,CL,1615007375
536,khani,41.9563,42.9566,41.0,56,0,10.36,GE,1615007376
537,solginskiy,61.05,41.3428,-4.02,91,44,5.01,RU,1615007376
538,kitob,39.0843,66.8332,46.4,66,75,4.61,UZ,1615007376
539,rosario do sul,-30.2583,-54.9142,63.55,94,0,9.06,BR,1615007377
540,asau,46.4333,26.4,30.99,53,100,8.72,RO,1615007377
541,urucara,-2.5364,-57.76,74.3,97,94,1.39,BR,1615007378
542,honningsvag,70.9821,25.9704,30.52,95,100,8.01,NO,1615007378
543,hami,42.8,93.45,45.86,48,99,1.28,CN,1615006845
544,tromso,69.6496,18.957,26.6,93,90,6.91,NO,1615007378
545,ketchikan,55.3422,-131.6461,39.2,87,90,6.91,US,1615007378
546,curitibanos,-27.2828,-50.5844,58.91,100,91,1.79,BR,1615007378
547,twentynine palms,34.1356,-116.0542,60.01,19,1,8.05,US,1615007217
548,mao,39.8885,4.2658,46.4,93,0,9.22,ES,1615007379
549,bicester,51.9,-1.1536,30.0,94,0,5.55,GB,1615007379
550,caluquembe,-13.7833,14.6833,60.4,88,66,0.27,AO,1615007380
551,deputatskiy,69.3,139.9,-20.33,85,100,10.89,RU,1615006800
552,fare,-16.7,-151.0167,83.68,71,100,9.64,PF,1615007380
553,beira,-19.8436,34.8389,78.8,89,20,3.44,MZ,1615007380
554,gizo,-8.103,156.8419,82.15,73,100,6.06,SB,1615006895
555,kunashak,55.7032,61.5498,17.6,67,0,15.66,RU,1615007381
556,aden,12.7794,45.0367,77.41,69,0,9.73,YE,1615007223
557,mildura,-34.2,142.15,80.6,16,0,6.91,AU,1615007381
558,umm kaddadah,13.6017,26.6876,63.72,24,0,17.6,SD,1615006911
559,xingyi,24.1877,102.817,68.81,25,21,15.79,CN,1615007382
560,wagar,16.1525,36.2032,64.47,78,0,8.32,SD,1615007382
561,grindavik,63.8424,-22.4338,39.2,93,90,8.05,IS,1615006864
562,payakumbuh,-0.2202,100.6308,83.82,61,83,3.91,ID,1615007383
563,khorixas,-20.3667,14.9667,75.81,38,46,4.65,NA,1615007383
564,sivas,39.7916,37.0019,24.8,74,0,8.05,TR,1615007384
565,kendari,-3.945,122.4989,82.13,77,96,6.33,ID,1615007384
566,mandalgovi,45.7625,106.2708,32.76,68,27,12.91,MN,1615007384
567,awbari,26.5921,12.7805,54.52,37,0,5.23,LY,1615006797
568,lanzhou,36.0564,103.7922,42.8,28,0,6.71,CN,1615007384
569,castanos,26.7833,-101.4167,62.71,34,0,8.23,MX,1615007385
570,kudahuvadhoo,2.6708,72.8944,82.71,76,47,9.93,MV,1615006873
571,yuanping,38.7153,112.7575,39.36,67,84,6.04,CN,1615007385
572,karratha,-20.7377,116.8463,92.05,37,0,12.01,AU,1615006787
573,beroroha,-21.6667,45.1667,77.58,78,38,2.98,MG,1615007237
574,pangody,65.85,74.4859,6.51,95,96,2.62,RU,1615007386
575,alofi,-19.0595,-169.9187,84.2,74,88,4.61,NU,1615006874
576,parabel,58.6978,81.4825,27.07,98,100,12.93,RU,1615007387
577,mangrol,21.1167,70.1167,84.15,41,0,8.46,IN,1615007387
